username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"Sowses_n_fixins","2017-08-25-13:21",0,0,"No I am not a French dolphin. I'm just a boy who's never had to evacuate from a hurricane asking about the logistical challenges therein.","","","","901132379422679040","900797844529000449","emkayanders dannyherm1","https://twitter.com/Sowses_n_fixins/status/901132379422679040",""
"Rutey17","2017-05-04-07:44",0,1,"Ah man! I flew over hurricane Matthew just to see the dolphins lose week 5 to the titans this past year!","","","","860097676909654016","859798323590508545","awcarter17 BuckCityBreaks","https://twitter.com/Rutey17/status/860097676909654016",""
"beautyandablog","2017-01-02-23:55",0,0,"originally the plan was to go to FL & swim with dolphins for my birthday but unfortunately hurricane Matthew ruined those plans temporarily","","","","816145949370318848","","","https://twitter.com/beautyandablog/status/816145949370318848",""
"ClemmonsES","2016-12-17-15:08",0,1,"Great message for today! This school flooded from Hurricane Matthew#Dolphin#Strong pic.twitter.com/LNE2C4mGjZ","","","","810215093602549761","","","https://twitter.com/ClemmonsES/status/810215093602549761","https://pbs.twimg.com/media/Cz52VTqXUAE_1wL.jpg"
"mannygreenstar","2016-11-28-16:45",0,0,"// 'Don't cry child, hurricane Matthew killed a butch of dolphins.....' long pause 'And Hurricane Matthew almost killed my grandfather.'","","","","803354222217560064","803335987132776448","mannygreenstar","https://twitter.com/mannygreenstar/status/803354222217560064",""
"karol_0209","2016-11-26-19:17",0,0,"@ MondeloErick i saw ur hurricane matthew video a long time ago and istg idk if it was u but i just saw u at dolphin","","@ MondeloErick","","802667647368359936","","","https://twitter.com/karol_0209/status/802667647368359936",""
"shellyshell2u","2016-11-14-23:53",0,1,"Saw this lil guy at my first Dolphins game when they played the Bears. # FinsUp # jnj # donateaphoto # HurricaneMatthew http://bit.ly/2fPtrCg pic.twitter.com/znkTeirp5L","","","# FinsUp # jnj # donateaphoto # HurricaneMatthew","798388395345055744","","","https://twitter.com/shellyshell2u/status/798388395345055744","https://pbs.twimg.com/media/CxRyAwoWIAQF_LG.jpg"
"Miami_Used_Cars","2016-11-09-19:05",0,0,"Miami_Sports Hurricane Matthew Relief Efforts - In October, the Dolphins visited those affected by Hurricane Ma... http://ow.ly/mHCX506laqV","","","","796504061084364800","","","https://twitter.com/Miami_Used_Cars/status/796504061084364800",""
"DolphinsViews","2016-11-09-18:52",0,0,"Hurricane Matthew Relief Efforts # GoFins # MiamiDolphins # FinsUP # Dolphins http://dld.bz/few6h","","","# GoFins # MiamiDolphins # FinsUP # Dolphins","796500817616531456","","","https://twitter.com/DolphinsViews/status/796500817616531456",""
"DolphinsFGSN","2016-11-09-18:17",0,0,"Hurricane Matthew Relief Efforts ' # Dolphins, https://serve.fans/r/39cb9be86c","","","# Dolphins","796491899653783552","","","https://twitter.com/DolphinsFGSN/status/796491899653783552",""
"saucemanBSM","2016-11-09-01:40",0,0,"Fla. Did this during obie's 1st campaign too are y'all not hip? Fuk the dolphins the heat & everything big up hurricane Matthew","","","","796241096938438658","","","https://twitter.com/saucemanBSM/status/796241096938438658","https://abs.twimg.com/emoji/v2/72x72/1f4a9.png"
"CouponsTitans","2016-11-08-06:40",0,0,"Miami Dolphins watching Hurricane Matthew closely # Titanspic.twitter.com/fBqHLkTmaU","","","# Titanspic","795954193311875072","","","https://twitter.com/CouponsTitans/status/795954193311875072","https://pbs.twimg.com/media/CwvMHqDXcAEpG2u.jpg"
"CouponsTitans","2016-11-06-06:30",0,0,"Miami Dolphins watching Hurricane Matthew closely # Titanspic.twitter.com/bgkPaO7Apu","","","# Titanspic","795226952881893379","","","https://twitter.com/CouponsTitans/status/795226952881893379","https://pbs.twimg.com/media/Cwk2suJWQAA0r77.jpg"
"CouponsTitans","2016-11-04-14:24",0,0,"Miami Dolphins watching Hurricane Matthew closely # Titanspic.twitter.com/WYXHkbFLTu","","","# Titanspic","794606367738830848","","","https://twitter.com/CouponsTitans/status/794606367738830848","https://pbs.twimg.com/media/CwcCR5EXUAAzIPg.jpg"
"MiamiSRH","2016-10-31-20:34",0,0,"# Dolphins RT ' - Jets Week begins - 2017 Schedule news - Hurricane Matthew relief efforts in… http://srhlink.com/MZ3cWM ' # Sportsroadhousepic.twitter.com/h0Dh1XeHpB","","","# Dolphins # Sportsroadhousepic","793249715634606080","","","https://twitter.com/MiamiSRH/status/793249715634606080","https://pbs.twimg.com/media/CwIwaRgVIAAgVYJ.jpg"
